2007-324T15:27:43 5.585e+01 2.112e+01 1 nan nan 0
2007-324T15:27:51 8.347e+01 3.157e+01 1 1.157e+01 -6.091e-01 1
2007-324T15:27:58 7.314e+01 2.766e+01 1 1.192e+01 -2.830e-01 1
2007-324T15:28:06 3.584e+02 2.476e+02 2 1.157e+01 1.157e+01 1
2007-324T15:28:13 6.264e+01 2.369e+01 1 nan nan 0
2007-324T15:28:21 3.584e+02 1.854e+02 2 nan nan 0
2007-324T15:28:28 3.584e+02 1.904e+02 2 1.192e+01 1.192e+01 1
2007-324T15:28:36 5.100e+01 1.929e+01 1 nan nan 0
2007-324T15:28:43 5.074e+01 1.919e+01 1 nan nan 0
2007-324T15:28:51 7.755e+01 2.933e+01 1 nan nan 0
2007-324T15:28:59 7.003e+01 2.648e+01 1 1.157e+01 1.157e+01 1
2007-324T15:29:06 7.329e+01 2.772e+01 1 nan nan 0
2007-324T15:29:14 8.669e+01 3.278e+01 1 nan nan 0
2007-324T15:29:21 6.485e+01 2.452e+01 1 nan nan 0
2007-324T15:29:29 7.847e+01 2.967e+01 1 1.230e+01 1.230e+01 1
2007-324T15:29:36 1.037e+02 3.921e+01 1 1.192e+01 -6.468e-01 1
2007-324T15:29:44 1.154e+02 4.366e+01 1 1.230e+01 1.230e+01 1
2007-324T15:29:51 1.304e+02 4.931e+01 1 1.230e+01 1.230e+01 1
2007-324T15:29:59 6.489e+01 2.454e+01 1 1.313e+01 1.313e+01 1
2007-324T15:30:06 1.353e+02 5.118e+01 1 1.313e+01 9.790e-02 1
2007-324T15:30:14 3.634e+02 3.498e+02 2 1.270e+01 9.164e-02 1
2007-324T15:30:21 1.144e+02 4.326e+01 1 1.230e+01 -3.011e-01 1
2007-324T15:30:29 7.757e+01 2.934e+01 1 1.230e+01 -3.011e-01 1
2007-324T15:30:37 8.123e+01 3.072e+01 1 1.270e+01 -3.210e-01 1
2007-324T15:30:44 7.519e+01 2.843e+01 1 1.313e+01 -3.429e-01 1
2007-324T15:30:52 1.071e+02 4.051e+01 1 1.313e+01 9.790e-02 1
2007-324T15:30:59 1.208e+02 4.567e+01 1 1.230e+01 1.230e+01 1
2007-324T15:31:07 1.786e+02 7.471e+01 2 5.683e+00 5.683e+00 1
2007-324T15:31:14 2.096e+02 3.224e+01 2 1.230e+01 1.230e+01 1
2007-324T15:31:22 2.096e+02 1.612e+01 2 1.230e+01 1.230e+01 1
2007-324T15:31:29 2.113e+02 4.345e+01 2 1.157e+01 1.157e+01 1
2007-324T15:31:37 2.516e+02 4.290e+01 2 1.124e+01 1.124e+01 1
2007-324T15:31:44 2.754e+02 8.623e+01 2 5.522e+00 5.522e+00 1
2007-324T15:31:52 2.960e+02 1.939e+02 2 5.767e+00 5.767e+00 1
2007-324T15:32:00 3.584e+02 8.825e+01 2 3.288e+01 5.837e+00 1
2007-324T15:32:07 2.559e+02 1.044e+02 2 nan nan 0
2007-324T15:32:15 2.501e+02 9.145e+01 2 nan nan 0
2007-324T15:32:22 2.790e+02 1.116e+02 2 nan nan 0
2007-324T15:32:30 2.790e+02 1.448e+02 2 5.370e+00 5.370e+00 1
2007-324T15:32:37 2.790e+02 4.860e+01 2 5.370e+00 5.370e+00 1
2007-324T15:32:45 2.580e+02 3.271e+01 2 nan nan 0
2007-324T15:32:52 2.811e+02 8.541e+01 2 1.092e+01 1.092e+01 1
2007-324T15:33:00 2.096e+02 3.890e+01 2 1.157e+01 2.474e+00 1
2007-324T15:33:07 1.786e+02 3.196e+01 2 1.092e+01 1.092e+01 1
2007-324T15:33:15 6.824e+01 2.581e+01 1 nan nan 0
2007-324T15:33:23 1.786e+02 6.533e+01 2 1.192e+01 1.192e+01 1
2007-324T15:33:30 1.191e+02 4.503e+01 1 1.270e+01 1.270e+01 1
2007-324T15:33:38 7.047e+01 2.665e+01 1 1.230e+01 8.596e-02 1
2007-324T15:33:45 6.931e+01 2.621e+01 1 1.192e+01 1.192e+01 1
2007-324T15:33:53 1.786e+02 2.976e+01 2 1.192e+01 1.192e+01 1
2007-324T15:34:00 2.096e+02 8.274e+01 2 nan nan 0
2007-324T15:34:08 7.443e+01 2.815e+01 1 1.270e+01 -3.210e-01 1
2007-324T15:34:15 5.970e+01 2.258e+01 1 nan nan 0
2007-324T15:34:23 1.048e+03 1.130e+03 2 nan nan 0
2007-324T15:34:30 3.180e+01 1.203e+01 1 nan nan 0
2007-324T15:34:38 4.775e+01 1.806e+01 1 nan nan 0
2007-324T15:34:45 1.112e+02 4.207e+01 1 nan nan 0
2007-324T15:34:53 2.724e+02 8.702e+01 2 nan nan 0
2007-324T15:35:01 6.765e+01 2.558e+01 1 nan nan 0
2007-324T15:35:08 1.077e+02 4.074e+01 1 nan nan 0
2007-324T15:35:16 7.745e+01 2.929e+01 1 1.230e+01 1.230e+01 1
2007-324T15:35:23 6.553e+01 2.478e+01 1 nan nan 0
2007-324T15:35:31 5.602e+01 2.118e+01 1 nan nan 0
2007-324T15:35:38 7.715e+01 2.918e+01 1 1.192e+01 1.192e+01 1
2007-324T15:35:46 8.593e+01 3.250e+01 1 nan nan 0
2007-324T15:35:53 7.979e+01 3.017e+01 1 nan nan 0
2007-324T15:36:01 7.790e+01 2.946e+01 1 1.157e+01 1.157e+01 1
2007-324T15:36:08 8.602e+01 3.253e+01 1 nan nan 0
2007-324T15:36:16 1.930e+02 1.226e+02 2 9.826e+00 -4.392e-01 1
2007-324T15:36:24 2.626e+02 7.355e-01 2 nan nan 0
2007-324T15:36:31 4.480e+02 4.655e+01 2 3.626e+01 -2.617e+00 1
2007-324T15:36:39 3.739e+02 3.054e+02 2 nan nan 0
2007-324T15:36:46 2.907e+02 1.412e+02 2 nan nan 0
2007-324T15:36:54 2.427e+02 3.401e+01 2 nan nan 0
2007-324T15:37:01 2.880e+02 1.553e+02 2 nan nan 0
2007-324T15:37:09 2.470e+02 4.799e+01 2 7.268e+00 7.268e+00 1
2007-324T15:37:16 2.889e+02 1.874e+02 2 nan nan 0
2007-324T15:37:24 3.584e+02 4.216e+01 2 nan nan 0
2007-324T15:37:31 2.916e+02 3.143e+01 2 1.230e+01 3.569e+00 1
2007-324T15:37:39 2.480e+02 5.776e+01 2 1.313e+01 -2.988e+00 1
2007-324T15:37:47 2.455e+02 3.712e+01 2 1.358e+01 1.358e+01 1
2007-324T15:37:54 1.328e+02 5.021e+01 1 1.460e+01 1.460e+01 1
2007-324T15:38:02 2.142e+02 2.331e+01 2 1.516e+01 1.516e+01 1
2007-324T15:38:09 2.096e+02 3.224e+01 2 1.577e+01 1.414e-01 1
2007-324T15:38:17 2.474e+02 8.930e+01 2 1.577e+01 -4.952e-01 1
2007-324T15:38:24 2.470e+02 1.572e+02 2 8.181e+00 8.181e+00 1
2007-324T15:38:32 2.480e+02 6.013e+01 2 1.644e+01 1.644e+01 1
2007-324T15:38:39 2.604e+02 6.575e+01 2 1.644e+01 1.644e+01 1
2007-324T15:38:47 3.296e+02 2.514e+02 2 1.516e+01 -1.046e+00 1
2007-324T15:38:54 3.169e+02 1.470e+02 2 nan nan 0
2007-324T15:39:02 3.025e+02 1.441e+02 2 1.577e+01 9.691e+00 1
2007-324T15:39:10 5.469e+02 0.000e+00 2 nan nan 0
2007-324T15:39:17 5.469e+02 5.176e+01 2 nan nan 0
2007-324T15:39:25 5.940e+02 3.409e+01 2 1.976e+01 1.976e+01 1
2007-324T15:39:32 5.753e+02 4.445e+00 2 1.644e+01 1.644e+01 1
2007-324T15:39:40 7.750e+02 1.409e+02 2 1.644e+01 1.644e+01 1
2007-324T15:39:47 7.234e+02 3.438e+01 2 nan nan 0
2007-324T15:39:55 9.040e+02 7.096e+01 2 1.716e+01 1.716e+01 1
2007-324T15:40:02 9.649e+02 2.225e+01 2 nan nan 0
2007-324T15:40:10 9.722e+02 3.451e+02 2 nan nan 0
2007-324T15:40:17 1.192e+03 5.914e+01 2 1.881e+01 6.538e+00 1
2007-324T15:40:25 1.270e+03 inf 2 2.199e+01 5.221e+00 1
2007-324T15:40:32 1.350e+03 8.184e+01 2 5.767e+01 5.294e+01 1
2007-324T15:40:40 1.350e+03 8.400e+01 2 2.081e+01 2.081e+01 1
2007-324T15:40:48 1.419e+03 4.416e+02 2 2.081e+01 2.081e+01 1
2007-324T15:40:55 1.434e+03 6.644e+01 2 2.081e+01 -8.623e-01 1
2007-324T15:41:03 1.434e+03 8.432e+01 2 2.081e+01 3.572e+01 1
2007-324T15:41:10 1.434e+03 8.432e+01 2 2.081e+01 2.081e+01 1
2007-324T15:41:18 1.434e+03 1.518e+02 2 nan nan 0
2007-324T15:41:25 1.454e+03 1.286e+02 2 2.081e+01 2.081e+01 1
2007-324T15:41:33 1.486e+03 6.362e+02 2 2.081e+01 2.081e+01 1
2007-324T15:41:40 1.538e+03 6.494e+02 2 4.453e+01 1.127e+01 1
2007-324T15:41:48 1.452e+03 1.919e+02 2 1.976e+01 2.520e+01 1
2007-324T15:41:55 1.436e+03 2.496e+02 2 1.881e+01 -1.610e+00 1
2007-324T15:42:03 1.527e+03 7.430e+02 2 1.644e+01 -5.377e+00 1
2007-324T15:42:11 1.481e+03 1.593e+02 2 1.881e+01 -7.043e-01 1
2007-324T15:42:18 1.547e+03 9.324e+01 2 1.976e+01 1.976e+01 1
2007-324T15:42:26 1.631e+03 5.891e+01 2 2.081e+01 2.463e+01 1
2007-324T15:42:33 1.548e+03 2.876e+01 2 2.199e+01 2.199e+01 1
2007-324T15:42:41 1.526e+03 7.224e+01 2 2.330e+01 2.330e+01 1
2007-324T15:42:48 2.085e+03 7.646e+02 2 2.477e+01 2.477e+01 1
2007-324T15:42:56 1.905e+03 8.636e+02 2 2.645e+01 2.645e+01 1
2007-324T15:43:03 2.061e+03 inf 2 2.837e+01 2.837e+01 1
2007-324T15:43:11 1.770e+03 4.627e+02 2 2.837e+01 2.837e+01 1
2007-324T15:43:18 2.086e+03 1.816e+02 2 6.118e+01 -3.724e+00 1
2007-324T15:43:26 2.072e+03 1.714e+02 2 3.319e+01 3.319e+01 1
2007-324T15:43:34 2.098e+03 inf 2 3.319e+01 3.319e+01 1
2007-324T15:43:41 2.205e+03 2.754e+02 2 6.637e+01 -1.002e+01 1
2007-324T15:43:49 2.534e+03 1.441e+02 2 3.319e+01 3.319e+01 1
2007-324T15:43:56 2.245e+03 1.978e+02 2 6.637e+01 -1.002e+01 1
2007-324T15:44:04 1.891e+03 1.692e+02 2 3.059e+01 3.059e+01 1
2007-324T15:44:11 2.293e+03 1.136e+03 2 2.837e+01 2.837e+01 1
2007-324T15:44:19 2.977e+03 1.350e+02 2 2.645e+01 2.645e+01 1
2007-324T15:44:26 3.483e+03 3.193e+03 2 2.477e+01 2.477e+01 1
2007-324T15:44:34 3.588e+03 1.245e+03 2 2.199e+01 2.199e+01 1
2007-324T15:44:41 3.751e+03 4.001e+03 2 nan nan 0
2007-324T15:44:49 3.483e+03 2.408e+03 2 nan nan 0
2007-324T15:44:56 2.051e+03 1.013e+01 2 2.199e+01 2.199e+01 1
2007-324T15:45:04 2.187e+03 inf 2 nan nan 0
2007-324T15:45:12 2.368e+03 3.901e+02 2 2.330e+01 2.330e+01 1
2007-324T15:45:19 2.977e+03 1.065e+02 2 4.453e+01 4.453e+01 1
2007-324T15:45:27 2.757e+03 8.776e+01 2 nan nan 0
2007-324T15:45:34 2.834e+03 6.811e+01 2 7.406e+00 7.406e+00 1
2007-324T15:45:42 2.576e+03 inf 2 2.081e+01 2.081e+01 1
2007-324T15:45:49 2.507e+03 1.168e+02 2 2.199e+01 2.199e+01 1
2007-324T15:45:57 2.596e+03 9.646e+02 2 nan nan 0
2007-324T15:46:04 2.977e+03 2.626e+03 2 1.313e+01 1.313e+01 1
2007-324T15:46:12 2.751e+03 inf 2 2.081e+01 2.081e+01 1
2007-324T15:46:19 2.171e+03 1.441e+03 2 nan nan 0
2007-324T15:46:27 2.198e+03 1.824e+02 2 2.081e+01 2.081e+01 1
2007-324T15:46:35 2.085e+03 3.158e+02 2 2.081e+01 2.081e+01 1
2007-324T15:46:42 2.193e+03 1.028e+03 2 6.989e+01 -7.406e+00 1
2007-324T15:46:50 2.087e+03 8.679e+02 2 2.199e+01 2.199e+01 1
2007-324T15:46:57 2.304e+03 3.105e+02 2 nan nan 0
2007-324T15:47:05 2.526e+03 1.946e+03 2 2.199e+01 2.199e+01 1
2007-324T15:47:12 2.538e+03 inf 2 2.199e+01 2.199e+01 1
2007-324T15:47:20 7.739e+02 2.250e+02 2 2.081e+01 2.081e+01 1
2007-324T15:47:27 2.085e+03 1.185e+03 2 nan nan 0
2007-324T15:47:35 2.209e+03 1.613e+03 2 4.453e+01 -3.946e+00 1
2007-324T15:47:42 1.791e+03 1.084e+03 2 1.976e+01 1.976e+01 1
2007-324T15:47:50 1.886e+03 2.013e+02 2 1.976e+01 1.976e+01 1
2007-324T15:47:58 2.094e+03 6.785e+02 2 nan nan 0
2007-324T15:48:05 2.838e+03 2.420e+02 2 2.330e+01 2.330e+01 1
2007-324T15:48:13 2.206e+03 4.891e+02 2 nan nan 0
2007-324T15:48:20 2.695e+03 7.318e+01 2 nan nan 0
2007-324T15:48:28 1.071e+03 1.458e+02 2 2.081e+01 2.081e+01 1
2007-324T15:48:35 1.430e+03 9.001e+01 2 1.976e+01 1.976e+01 1
2007-324T15:48:43 1.805e+03 inf 2 1.881e+01 1.881e+01 1
2007-324T15:48:50 2.073e+03 2.499e+02 2 nan nan 0
2007-324T15:48:58 1.409e+03 3.400e+01 2 nan nan 0
2007-324T15:49:05 9.040e+02 5.307e+01 2 1.795e+01 1.795e+01 1
2007-324T15:49:13 1.299e+03 7.515e+02 2 nan nan 0
